label,text
reparar-linha,meu telefone só está recebendo chamada gostaria de saber porque
reparar-linha,solicitar reparo na extensão do meu telefone
reparar-linha,eu quero fazer uma reclamação sobre um reparo do meu produto fixo
reparar-linha,reparos de telefônica
reparar-linha,meu o telefone tá com problema
reparar-linha,eu quero consertar a minha linha telefônica ta com defeito
comprar-linha,eu quero uma linha telefônica
reparar-linha,desejo um conserto na minha linha telefônica que eu pago a manutenção e ninguem aparece para arrumar ja tem quinze dias e eu tenho o protocolo aqui o vinte oito quatorze quarenta e nove noventa e quatro que já foi solicitado e ninguém aparece lá pra arrumar se não aparece lá pra arrumar tem que arrancar aquela merda de lá e jogar fora eu preciso da linha pra usar
reparar-linha,é reparo na no telefone vizinho não é no meu
pagar-conta,eu quero verificar que as contas em atraso já foi paga do meu telefone ivanio sobreira da silva brigado
reparar-linha,repara da linha
comprar-linha,queria uma linha telefônica
reparar-linha,solicitar reparo no telefone na linha
reparar-linha,não completa ligação
pagar-conta,é pagamento é formas de
pagar-conta,o que eu faço é cancelei meu débito automático o que eu faço pra pagar minha conta
reparar-linha,o meu o telefone não está fazendo ligações
comprar-linha,falar sobre nova linha
reparar-linha,problema na minha linha telefônica
reparar-linha,preciso saber se o telefone está cortado
mudar-endereco,eu mudei de endereço eu quero transferir a minha linha telefônica
comprar-linha,sei ciente arlindo eu quero uma linha telefônica
reparar-linha,telefone tá com problema
reparar-linha,precisamos resolver problemas na linha telefônica
reparar-linha,o número do telefone três oito oito nove oito oito um três está sem linha quero saber o motivo
reparar-linha,eu gostaria de saber porque que eu não tô conseguindo fazer ligação no meu aparelho
reparar-linha,reparos na minha linha telefônica
reparar-linha,arrumar a linha do telefone
reparar-linha,a minha linha não tá dando sinal quero saber o que pode tá acontecendo
comprar-linha,compra de linha fixa
reparar-linha,reparo no na linha telefônica por favor
reparar-linha,manutenção para o meu telefone
reparar-linha,reparo para linha fixo
reparar-linha,ta dando interferência na linha
reparar-linha,re reparos na linha
mudar-endereco,religação da minha linha telefônica em outro endereço
reparar-linha,reparo no linha
comprar-linha,quero saber como adquirir a nova linha controle
pagar-conta,quero pagar a nminha conta
vago-visitaTecnica,reagendar visita internet casa
reparar-linha,reparos linha
comprar-linha,pedir a nova linha controle
reparar-linha,é reparo na linha que está com defeito tá mudo telefone
comprar-linha,desejo falar com eu liguei pra ai que eu quero uma linha da
comprar-linha,quero uma linha de um nove e nove zero
reparar-linha,meu telefone não está recebendo chamadas
comprar-linha,pra solicitar uma linha outra linha
reparar-linha,a linha está chiando
reparar-linha,eu desejo falar sobre que o telefone tá desligado sem linha
pagar-conta,quero saber o três conta que tenho que fazer pra pagar ela
comprar-linha,quero saber como eu faço prá adquirir uma linha
reparar-linha,o meu telefone está com defeito o meia cinco o três meia meia um quatro meia oito
comprar-linha,eu quero comprar uma linha da produto
reparar-linha,meu telefone está sem sinal
reparar-linha,é que eu é o meu telefone fixo tem detector chamada e não tá funcionando eu queria saber o que tá acontecendo
comprar-linha,é como faço para solicitar a linha da economia linha econômica
reparar-linha,solicita reparo de linha
reparar-linha,quero saber o motivo que o meu telefone não tá fazendo ligações
cancelar-conta,é falar com um atendente devido minha conta foi cancelada
cancelar-servicos,cancelamento do bloqueio de telefone
cancelar-conta,cancelar minha conta telefone
reparar-linha,reparos de linha
reparar-linha,meu telefone está com chiado horrível
reparar-linha,quero saber o motivo que tá tudo bloqueado minha linha
comprar-linha,como faço pra obter o claro o produto fixo
comprar-linha,solicitar linha
reparar-linha,meu telefone não está fazendo ligação
reparar-linha,não consigo completar ligações
reparar-linha,quero saber o motivo do meu telefone não tá fazendo ligação
reparar-linha,é reparo de linha
reparar-linha,eu estou com problema na minha linha de telefone é reparo
comprar-linha,como faço para adquirir uma linha telefônica
reparar-linha,meu telefone está com problema o telefone residencial
reparar-linha,porque meu telefone não funciona
reparar-linha,linha não está fazendo ligação
mudar-endereco,fazer mudança de endereço
mudar-endereco,transferência de de residência
cancelar-servicos,eu quer que tire a chamada de espera da minha linha
reparar-linha,é é linha é telefone que não está funcionando
reparar-linha,sem linha telefônica
comprar-linha,solicitar uma linha
pagar-conta,uma conta minha que tá paga e vocês não deram baixa ainda tá constando
reparar-linha,quando toca o telefone em casa não atende
reparar-linha,é que o telefone da vizinha está sem linha
comprar-linha,como faço pra solicitar linha lazer
reparar-linha,pode ajudar mandando um vir arrumar minha linha que está desligada
comprar-linha,quero saber se recebeu o faz que eu mandei prá aquisição de uma nova linha
reparar-linha,estou sem linha no telefone já faz três dias
reparar-linha,eu não consigo fazer ligação da minha casa
reparar-linha,defeito sobre linha
reparar-linha,o telefone tês meia dois um dez meia quatro não esta atendendo eu
comprar-linha,comprar linha fixa
reparar-linha,o telefone está cortado
reparar-linha,reparo fixo
reparar-linha,reparo de telefone produto fixo
comprar-linha,como faço pra adquirir uma linha telefônica residencial
reparar-linha,é que o rapaz ai ligou minha linha aqui ligou mas não tá dando linha ai eu queria saber porque que não tá dando linha
comprar-linha,comprar linha residencial
reparar-linha,meu telefone está sem linha
reparar-linha,quero consertar o telefone três dois dois cinco três dois oito dois
reparar-linha,reparo da linha busca
comprar-linha,como faço pra obter o telefone da produto uma linha
pagar-conta,quero saber a minha conta do mês oito já foi paga
reparar-linha,quero saber como faço pra consertar o telefone
comprar-linha,como faço para ter uma linha
reparar-linha,eu quero saber que eu não tô recebendo ligação no telefone
cancelar-servicos,eu quero cancelar a cobrança de serviço de terceiros
comprar-linha,eu quero saber como ativar uma linha laser é lazer
pagar-conta,quero pagar meu boleto
reparar-linha,meu telefone está fora de funcionamento
reparar-linha,eu quero que liga o meu telefone de linha econômica e não está funcionando desde a semana passada
reparar-linha,quero reparar a minha linha
reparar-linha,meu meu telefone está chiando
reparar-linha,está sem rede no local
reparar-linha,quero saber porque meu telefone não tá fazendo ligações
reparar-linha,telelefone quebrado
reparar-linha,eu quero eu quero falar com atendente de vocês que a minha linha tá com defeito
cancelar-conta,gostaria de saber se a minha conta foi cancelada
reparar-linha,quero saber porque não consigo ligar para uns telefones
pagar-conta,vou pagar conta
reparar-linha,resolver problema de telefone inoperantes
reparar-linha,meu telefone só da ocupado
comprar-linha,adquirir linha telefônica
comprar-linha,quero saber como obter a linha lazer
reparar-linha,quero saber porque o telefone não tá recebendo ligação
reparar-linha,não consigo fazer chamadas
comprar-linha,é comprar produto fixo
reparar-linha,reparo linha
reparar-linha,quatro cinco meia cinco não está dando linha
reparar-linha,é conserto da minha linha
reparar-linha,minha linha só está recebendo
reparar-linha,é reparo na ligação
pagar-conta,eu vou pagar na segunda dia vinte e sete não bloquear o telefone
reparar-linha,o telefone não esta funcionando
mudar-endereco,é solicitação de transferência de endereço
reparar-linha,é sobre a minha linha que não está funcionando
mudar-endereco,quero fazer uma mudança de endereço
pagar-conta,eu quero falar com atendente sobre a minha conta se foi paga ou não
comprar-linha,eu quero adquirir uma linha telefônica
reparar-linha,porque meu telefone não esta funcionando
reparar-linha,linha telefônica não faz ligação
cancelar-conta,cancelar minha conta telefônica
reparar-linha,reparo na linha discada
reparar-linha,eu quero saber porque que meu telefone não está recebendo chamadas
reparar-linha,quero ver porque não ligou meu telefone ainda
comprar-linha,como eu faço para fazer uma linha telefônica
cancelar-servicos,cancelamento do kit tô aqui
reparar-linha,conserto na linha fixo
reparar-linha,quero saber porque eu não consigo fazer a ligação
comprar-linha,gostaria de uma informação para adquirir uma linha
comprar-linha,adquirir nova linha telefônica
cancelar-conta,quero cancelar o crédito do telefone
comprar-linha,me dizendo como faço para pedir o rural cel
reparar-linha,como faço para solucionar o problema do meu telefone que
cancelar-conta,estou com a conta atrasada e desejo saber se não há problema pra corte da linha cancelamento da linha até quando eu posso tá pagando essa conta
pagar-conta,você pode me ajudar que ligaram pra cá agora cobrando a conta que eu só vou pagar no dia dez
reparar-linha,quero solicitar o reparo na minha linha telefônica
reparar-linha,gostaria de saber se um telefone foi alterado ou se ele esta com algum defeito
reparar-linha,eu desejo solicitar reparo na minha linha telefônica
comprar-linha,eu quero colocar um telefone na minha residência
reparar-linha,problema na linha telefônica
comprar-linha,eu quero uma uma linha telefônica produto
reparar-linha,meu acesso está bloqueado
reparar-linha,preciso de um técnico para consertar o telefone que está quebrado
reparar-linha,quero saber porque estou sem telefone
reparar-linha,quero saber por que o meu telefone não tá fazendo ligação
comprar-linha,comprar nova linha
reparar-linha,o motivo da minha chamada é que tô sem linha na minha casa
comprar-linha,é adquirir uma outra linha
reparar-linha,eu quero saber o que tá acontecendo que eu tô tentando fazer uma ligação e tem sempre outras pessoas na linha e eu não consigo fazer ligação
comprar-linha,produto compra de produto fixo
reparar-linha,quero falar no setor de reparo de linha
cancelar-servicos,quero o cancelamento de serviço
reparar-linha,é solicitar conserto na linha telefônica
reparar-linha,é que o telefone tá chiando muito
reparar-linha,quero consertar minha linha telefônica
pagar-conta,gostaria de quitar minha minha meu o telefone que eu devo na telefônica
